replicate,top1,mrr,ndcg5
411,0.9480874316939891,0.9740437158469946,0.9808406156225621
412,0.930327868852459,0.9648224043715847,0.9740125194489704
413,0.9084699453551912,0.9532103825136612,0.9653982703590075
414,0.9330601092896175,0.9661885245901639,0.9750209081004146
415,0.9330601092896175,0.9665300546448088,0.9752944780396194
416,0.9344262295081968,0.9672131147540983,0.9757986723653415
417,0.9412568306010929,0.9699453551912568,0.9777725041155418
418,0.9439890710382514,0.9719945355191257,0.9793280326453959
419,0.9289617486338798,0.9637978142076503,0.9732347551840432
420,0.9316939890710383,0.9658469945355191,0.9747902837138974
421,0.9344262295081968,0.9665300546448088,0.9752515324869314
422,0.9494535519125683,0.9747267759562842,0.981344809948284
423,0.9439890710382514,0.9713114754098361,0.9787808927669859
424,0.9112021857923497,0.9549180327868853,0.9666802289496566
425,0.9398907103825137,0.9692622950819673,0.9772683097898195
426,0.9275956284153005,0.9637978142076503,0.9732777007367313
427,0.9221311475409836,0.960724043715847,0.970987353494638
428,0.9344262295081968,0.9668715846994536,0.9755251024261365
429,0.9221311475409836,0.960724043715847,0.970987353494638
430,0.9467213114754098,0.9723360655737705,0.9795157114792249
431,0.9289617486338798,0.9641393442622951,0.9735083251232481
432,0.9289617486338798,0.9641393442622951,0.9735083251232481
433,0.9412568306010929,0.9706284153005464,0.9783196439939517
434,0.9412568306010929,0.969603825136612,0.9774989341763367
435,0.9467213114754098,0.9733606557377049,0.9803364212968397
436,0.9139344262295082,0.9566256830601093,0.9679621875403058
437,0.9412568306010929,0.9702868852459017,0.9780460740547468
438,0.9426229508196722,0.9713114754098361,0.9788238383196738
439,0.9221311475409836,0.960724043715847,0.9709873534946379
440,0.9439890710382514,0.9713114754098361,0.9787808927669859
441,0.9426229508196722,0.9709699453551912,0.9785502683804689
442,0.9221311475409836,0.960724043715847,0.9709873534946379
443,0.9316939890710383,0.9651639344262295,0.9742431438354876
444,0.9385245901639344,0.9692622950819673,0.9773112553425078
445,0.9289617486338798,0.9641393442622951,0.9735083251232483
446,0.9494535519125683,0.9743852459016393,0.9810712400090791
447,0.953551912568306,0.9764344262295082,0.9825838229862454
448,0.930327868852459,0.9648224043715847,0.9740125194489704
449,0.9398907103825137,0.9699453551912568,0.9778154496682298
450,0.9289617486338798,0.9644808743169399,0.9737818950624534
451,0.9453551912568307,0.9726775956284153,0.9798322269711178
452,0.9398907103825137,0.9699453551912568,0.9778154496682298
453,0.9316939890710383,0.9655054644808743,0.9745167137746923
454,0.9453551912568307,0.9726775956284153,0.9798322269711179
455,0.9316939890710383,0.9655054644808743,0.9745167137746923
456,0.9330601092896175,0.9661885245901639,0.9750209081004144
457,0.9385245901639344,0.9685792349726776,0.9767641154640976
458,0.9453551912568307,0.9726775956284153,0.9798322269711178
459,0.9521857923497268,0.9757513661202186,0.9820796286605231
460,0.9521857923497268,0.9760928961748634,0.9823531985997281
461,0.9371584699453552,0.9685792349726776,0.9768070610167855
462,0.9262295081967213,0.9631147540983607,0.9727735064110092
463,0.930327868852459,0.9644808743169399,0.9737389495097653
464,0.9439890710382514,0.9719945355191257,0.9793280326453959
465,0.9330601092896175,0.9658469945355191,0.9747473381612095
466,0.9453551912568307,0.9726775956284153,0.9798322269711178
467,0.9316939890710383,0.9655054644808743,0.9745167137746923
468,0.9398907103825137,0.9692622950819673,0.9772683097898197
469,0.9521857923497268,0.9757513661202186,0.9820796286605231
470,0.9412568306010929,0.9706284153005464,0.9783196439939517
471,0.9275956284153005,0.9637978142076503,0.9732777007367313
472,0.9289617486338798,0.9634562841530054,0.9729611852448382
473,0.9262295081967213,0.9627732240437158,0.9724999364718042
474,0.912568306010929,0.9559426229508197,0.9674579932145837
475,0.9439890710382514,0.9716530054644809,0.9790544627061908
476,0.9357923497267759,0.967896174863388,0.9763028666910636
477,0.9221311475409836,0.960724043715847,0.9709873534946379
478,0.9289617486338798,0.9641393442622951,0.9735083251232483
479,0.9480874316939891,0.9740437158469946,0.9808406156225621
480,0.9330601092896175,0.9661885245901639,0.9750209081004144
481,0.930327868852459,0.9648224043715847,0.9740125194489704
